,months_as_customer,policy_csl,policy_deductable,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
656,107,100/300,500,MALE,Associate,machine-op-inspct,other-relative,82100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,8,1,NO,NO,780,390,2730,N
657,252,500/1000,500,MALE,High School,transport-moving,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,NO,11880,5940,41580,Y
658,303,500/1000,1000,FEMALE,Associate,machine-op-inspct,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,NO,NO,6690,6690,46830,N
659,101,250/500,500,MALE,JD,sales,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,4,1,NO,YES,8720,4360,30520,N
660,446,100/300,2000,MALE,College,adm-clerical,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,3,NO,NO,6280,12560,43960,N
661,330,250/500,1000,MALE,College,farming-fishing,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,YES,NO,11900,5950,41650,N
662,211,250/500,2000,FEMALE,PhD,armed-forces,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,YES,NO,5940,5940,41580,N
663,172,100/300,1000,FEMALE,High School,adm-clerical,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,NO,7580,7580,26530,N
664,316,100/300,500,FEMALE,Masters,prof-specialty,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,NO,YES,6310,12620,44170,N
665,435,500/1000,500,MALE,Associate,priv-house-serv,other-relative,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,NO,NO,5240,10480,47160,Y
666,344,100/300,1000,FEMALE,Masters,sales,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,NO,YES,17400,11600,46400,Y
667,204,250/500,2000,MALE,JD,machine-op-inspct,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,NO,4200,8400,33600,N
668,278,500/1000,500,MALE,Masters,machine-op-inspct,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,21,1,NO,YES,5850,5850,46800,N
669,434,500/1000,2000,MALE,JD,transport-moving,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,3,NO,NO,11040,11040,44160,N
670,209,100/300,2000,FEMALE,MD,craft-repair,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,NO,NO,8180,8180,49080,N
671,250,500/1000,2000,MALE,Masters,sales,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,NO,NO,10700,10700,42800,N
672,61,100/300,2000,FEMALE,Masters,other-service,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,YES,NO,4040,4040,24240,N
673,80,500/1000,1000,FEMALE,College,farming-fishing,wife,0,-18600,Single Vehicle Collision,Rear Collision,Major Damage,Police,3,1,NO,NO,3720,3720,26040,N
674,25,250/500,1000,MALE,College,adm-clerical,wife,40900,0,Vehicle Theft,Rear Collision,Trivial Damage,None,0,1,NO,YES,480,960,2880,N
675,4,250/500,500,MALE,High School,tech-support,other-relative,0,-77800,Vehicle Theft,Rear Collision,Trivial Damage,Police,4,1,NO,NO,840,420,2940,N
676,32,100/300,500,MALE,MD,adm-clerical,own-child,0,-45700,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,11,3,YES,NO,10540,5270,42160,N
677,125,500/1000,500,MALE,JD,other-service,husband,55400,-40400,Parked Car,Rear Collision,Trivial Damage,None,4,1,YES,NO,0,960,3360,N
678,276,500/1000,500,FEMALE,High School,machine-op-inspct,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,11,3,NO,NO,13860,6930,48510,N
679,148,100/300,500,FEMALE,Masters,farming-fishing,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,NO,NO,4060,4060,24360,N
680,222,100/300,2000,MALE,MD,machine-op-inspct,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,20,1,NO,YES,6720,6720,47040,N
681,32,250/500,2000,MALE,Associate,armed-forces,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,22,1,YES,NO,440,440,1760,N
682,78,500/1000,500,MALE,JD,other-service,other-relative,0,-66500,Parked Car,Rear Collision,Trivial Damage,Police,4,1,NO,NO,550,1100,4400,N
683,238,250/500,1000,MALE,High School,handlers-cleaners,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,4,NO,NO,4270,4270,34160,Y
684,313,250/500,1000,MALE,College,prof-specialty,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,20,1,YES,NO,3660,7320,29280,Y
685,334,500/1000,500,MALE,Masters,priv-house-serv,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,7,1,NO,NO,5000,10000,35000,N
686,190,250/500,500,FEMALE,High School,tech-support,husband,0,0,Parked Car,Rear Collision,Trivial Damage,None,4,1,NO,NO,640,320,2880,N
687,194,250/500,500,MALE,JD,transport-moving,not-in-family,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,17,3,NO,NO,13700,20550,61650,N
688,290,250/500,1000,MALE,High School,exec-managerial,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,YES,6240,12480,37440,N
689,26,100/300,1000,MALE,PhD,armed-forces,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,10,1,NO,NO,5730,11460,45840,N
690,254,250/500,500,FEMALE,PhD,handlers-cleaners,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,NO,5770,11540,46160,N
691,199,250/500,1000,FEMALE,High School,tech-support,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,NO,NO,8080,4040,32320,Y
692,137,250/500,500,MALE,JD,prof-specialty,husband,48500,-67400,Parked Car,Rear Collision,Minor Damage,Police,4,1,YES,NO,1200,1200,4200,N
693,134,250/500,1000,MALE,PhD,machine-op-inspct,husband,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,17,3,NO,YES,9650,9650,57900,N
694,73,100/300,500,FEMALE,High School,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,NO,YES,0,11400,45600,N
695,289,250/500,2000,FEMALE,Masters,farming-fishing,wife,46700,-72500,Vehicle Theft,Rear Collision,Trivial Damage,Police,9,1,NO,NO,300,300,2100,N
696,176,250/500,500,MALE,College,transport-moving,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,YES,4300,8600,34400,N
697,145,250/500,2000,FEMALE,Associate,tech-support,unmarried,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,NO,NO,5010,10020,40080,N
698,164,500/1000,500,FEMALE,Associate,other-service,husband,44500,-55900,Vehicle Theft,Rear Collision,Trivial Damage,Police,5,1,YES,NO,480,480,3360,N
699,186,250/500,2000,FEMALE,Masters,transport-moving,husband,39300,-60300,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,YES,NO,11460,5730,51570,Y
700,85,250/500,2000,FEMALE,MD,tech-support,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,1,2,NO,NO,14880,7440,52080,Y
701,162,250/500,500,FEMALE,Associate,exec-managerial,other-relative,45700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,4,NO,NO,3530,3530,28240,Y
702,396,500/1000,500,MALE,High School,tech-support,wife,0,-49400,Parked Car,Rear Collision,Minor Damage,None,3,1,YES,NO,480,480,1680,N
703,270,250/500,1000,MALE,High School,sales,unmarried,62200,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,NO,NO,4630,9260,46300,Y
704,168,500/1000,1000,FEMALE,Masters,machine-op-inspct,own-child,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,23,3,YES,NO,3780,7560,30240,Y
705,274,250/500,1000,FEMALE,JD,tech-support,unmarried,54700,-47900,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,NO,11700,0,46800,Y
706,263,500/1000,1000,FEMALE,Masters,handlers-cleaners,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,YES,YES,13220,6610,59490,N
707,152,100/300,1000,FEMALE,High School,farming-fishing,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,NO,7510,7510,67590,Y
708,46,100/300,2000,FEMALE,MD,priv-house-serv,husband,43700,-66300,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,23,3,NO,NO,13100,19650,45850,Y
709,276,100/300,2000,MALE,College,handlers-cleaners,husband,0,-70400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,17,1,NO,NO,5710,5710,39970,Y
710,234,500/1000,500,MALE,Associate,other-service,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,3,1,NO,NO,7020,7020,56160,Y
711,64,250/500,2000,MALE,JD,protective-serv,own-child,0,-51100,Parked Car,Rear Collision,Minor Damage,None,16,1,NO,NO,490,1470,2940,N
712,456,250/500,1000,FEMALE,MD,protective-serv,own-child,82600,-49500,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,NO,NO,5540,11080,49860,Y
713,58,500/1000,2000,MALE,High School,transport-moving,own-child,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,NO,NO,4580,9160,36640,Y
714,475,500/1000,500,FEMALE,Masters,handlers-cleaners,wife,0,-59500,Single Vehicle Collision,Front Collision,Major Damage,Fire,23,1,YES,NO,9900,9900,44550,N
715,96,250/500,1000,MALE,College,prof-specialty,other-relative,47500,-58700,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,YES,5540,11080,38780,Y
716,99,100/300,500,MALE,MD,prof-specialty,wife,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,3,1,NO,YES,4990,9980,34930,N
717,38,500/1000,500,MALE,Masters,priv-house-serv,other-relative,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,YES,12480,12480,49920,N
718,259,250/500,2000,FEMALE,Masters,exec-managerial,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,YES,YES,16280,16280,73260,N
719,241,250/500,1000,MALE,Associate,prof-specialty,own-child,0,-36000,Vehicle Theft,Rear Collision,Trivial Damage,Police,21,1,NO,YES,1300,650,5200,N
720,437,500/1000,2000,MALE,Associate,craft-repair,own-child,66100,-31400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,YES,NO,11160,11160,33480,N
721,130,100/300,500,MALE,Masters,sales,other-relative,0,-41200,Parked Car,Rear Collision,Trivial Damage,None,8,1,NO,YES,1060,1060,3710,N
722,269,100/300,2000,FEMALE,Associate,handlers-cleaners,unmarried,0,-46400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,21,1,YES,NO,17180,17180,51540,Y
723,103,500/1000,500,MALE,Associate,prof-specialty,other-relative,72100,0,Parked Car,Rear Collision,Minor Damage,Police,5,1,NO,NO,790,1580,4740,N
724,284,250/500,500,MALE,PhD,prof-specialty,other-relative,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,NO,YES,6720,3360,26880,N
725,189,250/500,2000,FEMALE,College,tech-support,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,NO,YES,6440,6440,51520,N
726,267,250/500,500,MALE,PhD,adm-clerical,unmarried,49000,0,Parked Car,Rear Collision,Minor Damage,None,0,1,NO,YES,480,0,1440,N
727,39,500/1000,500,MALE,JD,farming-fishing,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,YES,YES,15660,7830,62640,Y
728,140,250/500,1000,FEMALE,College,protective-serv,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,13,1,NO,NO,14940,7470,59760,Y
729,243,100/300,1000,FEMALE,College,farming-fishing,own-child,17300,-60400,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,NO,YES,10060,5030,35210,Y
730,116,250/500,500,FEMALE,MD,prof-specialty,husband,28600,0,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,NO,NO,4420,8840,30940,N
731,219,100/300,1000,FEMALE,High School,transport-moving,other-relative,51300,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,1,1,NO,YES,6060,6060,54540,N
732,96,250/500,2000,FEMALE,Associate,prof-specialty,husband,10000,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,9,1,YES,NO,7120,14240,56960,N
733,149,250/500,500,FEMALE,PhD,craft-repair,wife,0,-60000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,3,1,NO,NO,16160,16160,72720,N
734,246,250/500,1000,MALE,JD,adm-clerical,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,0,1,NO,NO,5070,5070,40560,N
735,293,100/300,1000,FEMALE,MD,exec-managerial,unmarried,51500,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,13,3,NO,NO,11380,5690,34140,N
736,339,100/300,500,MALE,JD,other-service,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,3,NO,NO,8640,8640,34560,N
737,160,500/1000,1000,FEMALE,High School,exec-managerial,husband,61600,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,17,3,NO,YES,5280,5280,42240,N
738,224,500/1000,500,FEMALE,College,prof-specialty,own-child,0,-51400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,11,1,NO,YES,9200,13800,32200,N
739,194,100/300,1000,MALE,Associate,sales,not-in-family,55300,-37900,Vehicle Theft,Rear Collision,Minor Damage,None,0,1,YES,NO,1400,1400,6300,N
740,385,250/500,1000,FEMALE,MD,craft-repair,husband,0,-61000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,3,NO,NO,13520,6760,47320,N
741,100,250/500,500,MALE,College,adm-clerical,not-in-family,67300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,NO,6800,6800,27200,N
742,371,250/500,1000,MALE,PhD,machine-op-inspct,not-in-family,79600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,2,3,NO,YES,13000,13000,58500,Y
743,175,500/1000,500,MALE,PhD,exec-managerial,husband,0,-43600,Multi-vehicle Collision,Front Collision,Major Damage,Other,9,3,YES,YES,13020,6510,52080,Y
744,373,250/500,500,MALE,MD,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,4,NO,NO,6060,12120,42420,Y
745,258,100/300,500,MALE,Masters,exec-managerial,unmarried,0,-44400,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,0,3,NO,NO,6770,20310,54160,Y
746,255,250/500,500,FEMALE,PhD,armed-forces,not-in-family,38200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,YES,NO,2930,5860,20510,N
747,37,500/1000,500,FEMALE,MD,sales,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,21,3,NO,YES,6950,13900,55600,N
748,322,100/300,1000,FEMALE,College,machine-op-inspct,husband,49900,-62700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,NO,9880,4940,34580,N
749,204,100/300,2000,FEMALE,MD,tech-support,wife,0,-45100,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,5,1,NO,NO,16460,16460,57610,N
750,76,500/1000,500,FEMALE,Associate,priv-house-serv,not-in-family,39900,-44000,Vehicle Theft,Rear Collision,Minor Damage,Police,7,1,NO,NO,1460,730,5840,N
751,193,100/300,500,FEMALE,PhD,handlers-cleaners,not-in-family,34200,-32300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,6,1,NO,YES,6390,6390,51120,N
752,405,250/500,500,MALE,PhD,machine-op-inspct,unmarried,57100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2,4,YES,NO,4830,4830,28980,N
753,435,100/300,2000,MALE,JD,sales,not-in-family,0,-40000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,19,3,NO,YES,9220,4610,27660,N
754,54,100/300,500,FEMALE,MD,protective-serv,unmarried,68500,-42100,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,YES,NO,14380,7190,57520,N
755,144,100/300,500,MALE,High School,machine-op-inspct,wife,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,NO,NO,17580,8790,61530,N
756,92,500/1000,500,MALE,Masters,prof-specialty,husband,58900,-29100,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,NO,YES,5340,5340,42720,N
757,173,250/500,1000,MALE,College,machine-op-inspct,unmarried,51000,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,22,1,YES,NO,9460,9460,33110,N
758,436,250/500,500,MALE,High School,prof-specialty,wife,67600,-65300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,16,1,NO,NO,14920,7460,59680,N
759,155,250/500,1000,FEMALE,Associate,protective-serv,not-in-family,83600,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,0,1,NO,NO,8060,8060,32240,N
760,78,250/500,1000,FEMALE,Masters,armed-forces,unmarried,72600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,1,3,NO,NO,5810,11620,34860,N
761,440,100/300,1000,MALE,College,protective-serv,wife,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,YES,NO,12400,12400,43400,Y
762,264,100/300,500,MALE,PhD,craft-repair,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,NO,NO,13500,6750,40500,Y
763,66,500/1000,500,FEMALE,College,adm-clerical,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,NO,YES,11920,11920,41720,Y
764,366,500/1000,1000,FEMALE,High School,handlers-cleaners,husband,21200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,5,3,YES,NO,12780,12780,44730,N
765,188,100/300,500,FEMALE,JD,adm-clerical,own-child,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,NO,YES,5000,5000,35000,N
766,224,500/1000,1000,FEMALE,JD,prof-specialty,other-relative,0,-47100,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,21,3,YES,NO,12360,6180,43260,N
767,253,100/300,500,FEMALE,MD,transport-moving,husband,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,11,3,YES,NO,5870,11740,46960,N
768,446,100/300,1000,FEMALE,High School,adm-clerical,unmarried,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,3,1,YES,YES,7050,14100,49350,N
769,169,100/300,1000,MALE,JD,armed-forces,other-relative,70600,-48500,Multi-vehicle Collision,Side Collision,Total Loss,Police,4,3,NO,YES,17370,5790,34740,N
770,255,250/500,500,FEMALE,JD,prof-specialty,own-child,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,3,NO,NO,5260,10520,42080,N
771,209,100/300,500,MALE,PhD,transport-moving,husband,67800,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,1,NO,NO,8400,4200,25200,N
772,210,500/1000,500,FEMALE,MD,tech-support,own-child,38700,-33100,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,NO,YES,6330,6330,50640,N
773,174,250/500,2000,FEMALE,College,farming-fishing,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,YES,YES,8840,4420,30940,N
774,70,250/500,1000,MALE,High School,machine-op-inspct,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,14,4,NO,YES,3520,3520,24640,N
775,89,100/300,2000,FEMALE,MD,tech-support,not-in-family,49100,-45100,Parked Car,Rear Collision,Trivial Damage,Police,5,1,YES,NO,10,20,70,N
776,458,100/300,1000,FEMALE,High School,protective-serv,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,NO,6260,6260,43820,N
777,239,100/300,500,FEMALE,JD,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,NO,YES,6340,6340,57060,N
778,161,100/300,2000,MALE,PhD,priv-house-serv,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,YES,YES,5040,15120,40320,N
779,446,500/1000,1000,FEMALE,High School,tech-support,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,NO,NO,6740,13480,60660,N
780,476,250/500,1000,FEMALE,Masters,handlers-cleaners,not-in-family,42800,-68200,Single Vehicle Collision,Front Collision,Total Loss,Fire,10,1,NO,YES,8980,4490,35920,N
781,70,100/300,1000,FEMALE,MD,armed-forces,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,NO,11560,11560,46240,N
782,233,500/1000,2000,FEMALE,Associate,tech-support,other-relative,67100,0,Vehicle Theft,Rear Collision,Minor Damage,None,6,1,NO,NO,680,680,2380,N
783,122,250/500,500,MALE,PhD,other-service,husband,0,-48700,Parked Car,Rear Collision,Trivial Damage,None,1,1,NO,NO,460,920,3680,N
784,335,500/1000,2000,FEMALE,MD,machine-op-inspct,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3,NO,YES,3260,6520,26080,Y
785,257,100/300,2000,MALE,Associate,machine-op-inspct,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,YES,NO,7700,3850,38500,Y
786,85,500/1000,2000,MALE,College,priv-house-serv,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,14,4,YES,NO,10740,5370,42960,N
787,133,500/1000,1000,MALE,College,adm-clerical,husband,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,NO,3160,3160,22120,N
788,119,250/500,500,FEMALE,College,tech-support,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,7,1,YES,YES,8280,8280,28980,Y
789,169,100/300,500,FEMALE,JD,sales,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,NO,YES,7740,3870,27090,N
790,225,250/500,500,MALE,Masters,tech-support,other-relative,83900,-52100,Parked Car,Rear Collision,Trivial Damage,None,6,1,YES,YES,1060,530,4240,N
791,84,500/1000,500,FEMALE,Associate,prof-specialty,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,YES,NO,4770,9540,42930,Y
792,169,100/300,2000,MALE,High School,armed-forces,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,3,YES,NO,4200,8400,33600,N
793,124,100/300,1000,FEMALE,Masters,farming-fishing,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,YES,NO,5770,5770,46160,N
794,320,250/500,2000,MALE,College,transport-moving,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,3,NO,NO,4680,9360,42120,N
795,297,250/500,500,MALE,MD,adm-clerical,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,3,NO,YES,5550,5550,33300,N
796,421,100/300,500,MALE,Masters,machine-op-inspct,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,1,NO,NO,16860,8430,67440,Y
797,136,250/500,1000,FEMALE,PhD,craft-repair,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,YES,YES,3070,6140,21490,N
798,46,250/500,2000,FEMALE,High School,armed-forces,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,1,NO,NO,11320,5660,39620,N
799,34,500/1000,2000,FEMALE,MD,armed-forces,own-child,0,-27700,Parked Car,Rear Collision,Trivial Damage,None,20,1,YES,NO,660,660,2640,N
800,95,250/500,2000,MALE,College,transport-moving,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,22,1,YES,NO,3480,6960,24360,N
801,140,250/500,500,FEMALE,JD,armed-forces,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,YES,7950,7950,63600,N
802,200,250/500,1000,FEMALE,College,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,10,1,NO,NO,5600,5600,44800,N
803,123,250/500,500,FEMALE,Masters,machine-op-inspct,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,YES,YES,16280,0,56980,Y
804,267,250/500,2000,MALE,MD,craft-repair,unmarried,35000,0,Parked Car,Rear Collision,Trivial Damage,None,3,1,YES,YES,900,450,3600,N
805,290,500/1000,500,MALE,Masters,machine-op-inspct,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,NO,NO,4800,9600,33600,N
806,45,250/500,1000,MALE,College,prof-specialty,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,YES,YES,10440,5220,36540,N
807,186,250/500,2000,FEMALE,JD,protective-serv,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,NO,12300,12300,49200,N
808,135,250/500,2000,FEMALE,JD,protective-serv,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,NO,NO,15640,7820,54740,N
809,110,250/500,1000,MALE,Associate,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,NO,NO,13800,9200,32200,Y
810,259,500/1000,2000,FEMALE,PhD,handlers-cleaners,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,3,3,NO,YES,6340,6340,44380,N
811,114,250/500,1000,FEMALE,Masters,protective-serv,husband,0,-34700,Vehicle Theft,Rear Collision,Minor Damage,None,3,1,NO,YES,520,520,3640,N
812,404,250/500,1000,FEMALE,Masters,transport-moving,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,1,NO,YES,5310,5310,42480,Y
813,282,500/1000,2000,FEMALE,MD,prof-specialty,husband,26900,-55300,Vehicle Theft,Rear Collision,Minor Damage,None,7,1,NO,NO,640,320,2560,N
814,57,500/1000,2000,FEMALE,Masters,tech-support,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,YES,14580,14580,43740,N
815,215,250/500,500,FEMALE,PhD,craft-repair,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,NO,NO,7070,14140,49490,N
816,140,100/300,500,FEMALE,College,adm-clerical,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,4,NO,NO,5470,10940,43760,N
817,250,100/300,500,MALE,High School,exec-managerial,husband,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,NO,13600,6800,54400,Y
818,286,250/500,1000,MALE,College,prof-specialty,wife,25800,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,3,1,YES,NO,820,410,2870,N
819,356,250/500,2000,MALE,High School,prof-specialty,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,YES,NO,5590,11180,44720,N
